Name,IP,K/9,BB/9,HR/9,BABIP,GB%,HR/FB,GB/FB,ERA,xERA,ERA-,SIERA,FIP,xFIP,FIP-,xFIP-,WAR,AVG,WHIP,WPA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,K%,BB%,playerid
Jefry Rodriguez,24.1,7.4,6.29,2.22,0.279,32.40%,17.60%,0.71,5.92,6.39,140,5.72,6.94,6.23,163,148,-0.3,0.266,1.73,0.21,26.80%,69.10%,45.40%,64.50%,91.20%,82.40%,43.90%,62.50%,8.00%,17.90%,15.20%,17018
Vince Velasquez,81.2,9.37,4.96,1.87,0.281,33.30%,17.20%,0.76,5.95,4.95,143,4.85,5.59,5.04,129,119,0,0.244,1.48,-0.81,27.70%,70.40%,45.80%,66.00%,81.90%,76.40%,42.50%,61.20%,10.80%,23.50%,12.50%,11189
Ryan Hendrix,31.2,9.95,4.55,2.27,0.305,39.80%,25.80%,1.13,5.97,5.43,140,4.15,5.85,4.31,135,102,-0.4,0.264,1.55,-0.05,24.40%,67.20%,40.60%,51.20%,78.10%,68.00%,37.80%,48.60%,13.00%,24.60%,11.30%,19535
Wil Crowe,101,8.47,4.46,2.05,0.318,42.80%,19.80%,1.13,5.97,5.47,145,4.92,5.91,4.99,141,118,-0.5,0.282,1.62,-2.71,28.10%,67.90%,43.50%,61.80%,88.00%,77.70%,38.80%,54.80%,9.70%,20.70%,10.90%,19800
Patrick Corbin,155,7.08,2.9,1.97,0.297,46.50%,22.20%,1.48,5.98,5.76,141,4.66,5.47,4.37,128,103,0.1,0.277,1.43,-2.61,33.90%,68.00%,47.50%,61.40%,89.40%,77.40%,40.00%,66.30%,10.80%,18.10%,7.40%,9323
Josiah Gray,48,9.75,4.31,3.19,0.25,29.80%,23.90%,0.55,6,4.82,143,4.66,7.1,5.13,167,122,-0.5,0.249,1.46,-1.15,36.50%,70.20%,48.60%,56.10%,83.00%,70.10%,36.00%,61.00%,14.50%,24.40%,10.80%,24580
J.A. Happ,138,6.98,2.8,1.89,0.311,34.10%,14.10%,0.75,6,5.73,139,4.99,5.34,5.27,126,123,0.2,0.287,1.49,-1.65,31.30%,73.80%,47.70%,74.10%,90.10%,83.70%,38.50%,61.80%,7.80%,17.50%,7.00%,7410
Daniel Ponce de Leon,33,6.55,5.18,1.36,0.267,35.60%,9.80%,0.73,6,4.98,149,5.62,5.86,6.64,142,158,-0.3,0.246,1.55,0.01,30.90%,71.70%,47.20%,72.40%,85.60%,80.40%,40.00%,55.20%,9.30%,15.60%,12.30%,16110
Sean Poppen,15,8.4,4.2,1.2,0.408,52.90%,16.70%,2.25,6,6.77,144,4.21,4.63,4.32,110,102,0,0.338,1.93,-0.19,27.60%,59.50%,41.80%,61.90%,90.30%,79.80%,44.30%,60.30%,8.40%,19.20%,9.60%,19583
Riley Smith,67.1,4.81,2,1.34,0.322,43.20%,11.50%,1.21,6.01,5.33,143,5.03,4.87,5.24,116,124,0,0.305,1.5,-1.68,25.70%,69.50%,47.10%,79.40%,89.80%,86.90%,48.70%,64.80%,6.20%,12.00%,5.00%,19826
Sam Howard,37.1,11.33,6.75,1.45,0.277,43.20%,17.60%,1.12,6.03,4.23,146,4.57,5.23,4.76,124,113,-0.3,0.213,1.53,0.64,27.40%,66.80%,42.00%,49.60%,72.00%,62.80%,37.20%,55.70%,15.60%,28.10%,16.80%,16265
Eli Morgan,71.2,8.79,2.64,2.13,0.294,27.60%,15.00%,0.52,6.03,5.15,135,4.53,5.34,5.06,124,118,0.3,0.264,1.35,-0.74,33.60%,71.40%,49.50%,66.70%,85.70%,78.20%,42.20%,66.80%,10.80%,22.40%,6.70%,20203
Dylan Bundy,90.2,8.34,3.38,1.99,0.273,40.70%,19.20%,1.06,6.06,4.75,140,4.56,5.5,4.67,127,109,0,0.249,1.36,-1.77,30.30%,62.30%,44.40%,61.60%,89.00%,78.60%,44.10%,57.40%,9.50%,21.20%,8.60%,12917
Matt Foster,35.2,9.84,3.03,2.27,0.323,29.00%,17.30%,0.6,6.06,5.73,141,3.92,5.43,4.75,125,111,-0.2,0.279,1.49,-0.61,27.90%,73.10%,48.80%,67.60%,82.70%,78.10%,46.30%,52.20%,10.70%,24.20%,7.50%,19647
Jorge Lopez,121.2,8.28,4.14,1.55,0.34,50.40%,20.00%,1.8,6.07,5.47,140,4.65,5.19,4.49,116,105,0.7,0.29,1.63,-1.35,27.50%,63.20%,43.50%,69.00%,87.30%,80.90%,44.80%,56.60%,8.30%,20.20%,10.10%,14527
A.J. Puk,13.1,10.8,4.05,0.68,0.415,52.40%,11.10%,2.44,6.08,4.05,146,3.59,3.31,3.54,80,83,0.1,0.31,1.8,-1.15,26.90%,65.10%,44.00%,63.90%,85.90%,78.50%,44.90%,56.90%,9.50%,24.60%,9.20%,19343
Paul Fry,47.1,11.41,6.65,0.57,0.301,49.60%,9.10%,1.7,6.08,4.17,140,4.46,3.92,4.34,88,101,0.6,0.21,1.52,0.38,25.00%,62.90%,40.30%,56.60%,87.40%,76.10%,40.60%,51.60%,9.60%,27.90%,16.30%,15832
Matt Moore,72,7.88,4.5,1.88,0.291,38.60%,16.90%,0.96,6.13,4.98,147,5.08,5.7,5.2,131,123,-0.1,0.265,1.57,-1.62,29.80%,70.70%,47.50%,71.20%,85.90%,80.70%,43.30%,62.30%,9.20%,19.10%,10.90%,1890
Matt Manning,66,5.32,2.86,1.23,0.325,43.70%,10.80%,1.25,6.14,5.54,139,5.34,4.8,5.26,110,123,0.6,0.301,1.59,-0.83,27.60%,67.80%,46.80%,76.30%,90.00%,85.80%,47.70%,63.90%,6.70%,12.90%,7.00%,20369
Joe Jimenez,41,11.2,7.02,1.32,0.281,35.60%,11.80%,0.71,6.15,4.2,139,4.78,5.43,5.74,124,134,-0.2,0.216,1.59,-0.05,27.20%,74.60%,47.40%,52.00%,81.20%,71.60%,42.70%,57.80%,13.50%,26.60%,16.70%,15761
Will Vest,35,6.94,4.63,0.51,0.34,43.40%,6.30%,1.44,6.17,5.47,147,4.97,4.16,5.05,98,118,0.1,0.281,1.6,-0.11,29.50%,71.30%,47.00%,74.00%,80.70%,78.20%,41.80%,64.70%,10.20%,17.30%,11.50%,19769
Daniel Norris,51,9.53,4.94,1.41,0.31,47.80%,21.10%,1.71,6.18,4.5,142,4.25,4.85,4.14,113,97,0,0.251,1.49,-0.43,26.90%,69.50%,44.20%,52.10%,89.10%,75.80%,40.70%,59.70%,10.70%,24.40%,12.70%,13475
Amir Garrett,39.1,11.9,5.95,1.83,0.333,47.60%,20.00%,1.23,6.18,4.53,145,4.13,5.15,4.31,119,102,-0.2,0.256,1.68,-0.3,30.00%,62.00%,43.10%,45.20%,81.50%,66.60%,40.90%,59.30%,14.40%,28.60%,14.30%,14375
Jacob Barnes,27.2,10.08,3.58,2.28,0.292,44.90%,21.90%,1.09,6.18,4.32,151,3.77,5.51,4.28,134,101,-0.3,0.255,1.41,-0.84,34.60%,68.40%,46.50%,63.40%,84.10%,74.10%,35.20%,59.80%,12.00%,25.40%,9.00%,12323
Manuel Rodriguez,16,8.44,6.19,1.69,0.238,51.10%,20.00%,1.53,6.19,4.63,150,5.08,5.98,5.21,144,123,-0.3,0.217,1.5,-0.12,31.00%,64.20%,44.40%,62.50%,85.30%,75.90%,40.60%,61.10%,10.70%,20.80%,15.30%,20794
Jose Quintana,59.1,12.59,5.01,1.37,0.388,46.50%,18.00%,1.48,6.22,4.92,144,3.83,4.06,3.58,94,84,0.7,0.279,1.7,-1.5,32.50%,67.80%,45.60%,59.10%,84.20%,72.90%,37.00%,59.70%,12.30%,29.90%,11.90%,11423
Carlos Martinez,82.1,6.23,3.94,0.87,0.275,50.20%,10.80%,1.73,6.23,6.15,155,5.19,4.75,5.09,115,121,0.6,0.244,1.37,-1.22,28.80%,67.10%,45.80%,69.30%,88.70%,81.90%,44.40%,61.70%,8.30%,15.70%,9.90%,11682
Jimmy Lambert,13,6.92,4.15,2.08,0.333,21.40%,13.60%,0.41,6.23,7.77,145,5.73,6.47,6.48,148,151,-0.1,0.308,1.69,-0.14,26.80%,76.90%,48.00%,84.20%,85.00%,84.70%,42.30%,56.70%,7.30%,16.70%,10.00%,19541
Ryan Sherriff,13,9.69,5.54,0,0.333,48.70%,0.00%,1.46,6.23,3.97,149,4.56,3.55,5.33,86,124,0.1,0.245,1.62,-0.66,25.20%,60.40%,39.80%,61.10%,85.20%,76.30%,41.40%,56.30%,9.40%,21.90%,12.50%,12249
Grant Dayton,13,9.69,4.15,1.38,0.333,25.60%,11.80%,0.59,6.23,4.53,147,4.32,4.39,4.72,105,112,0,0.273,1.62,0.09,30.90%,69.40%,46.00%,61.70%,80.90%,73.00%,39.20%,44.30%,12.40%,23.00%,9.80%,11203
Matt Harvey,127.2,6.7,2.61,1.34,0.331,42.70%,12.30%,1.21,6.27,5.43,144,4.85,4.6,4.82,103,112,1.8,0.296,1.54,-2.57,30.80%,69.20%,47.80%,70.20%,90.60%,83.30%,44.30%,63.90%,8.00%,16.30%,6.40%,11713
Reymin Guduan,14.1,3.14,3.14,0.63,0.333,35.20%,5.90%,1.12,6.28,8.42,151,5.85,4.42,5.62,106,131,0,0.317,1.67,-0.18,33.60%,66.40%,48.90%,61.00%,95.80%,83.00%,46.70%,58.50%,8.30%,7.70%,7.70%,13058
Justin Wilson,28.2,7.53,4.4,1.88,0.241,47.00%,17.10%,1.11,6.28,4.75,145,4.77,5.78,5.23,131,122,-0.4,0.229,1.36,-0.04,27.70%,67.70%,45.40%,78.80%,85.80%,83.40%,44.20%,52.40%,7.50%,19.40%,11.30%,4301
Mitch Keller,83,8.89,4.23,1.08,0.387,39.90%,11.60%,1.2,6.29,5.54,153,4.75,4.34,4.62,103,109,0.8,0.313,1.77,-1.66,29.40%,67.50%,46.00%,67.30%,90.10%,81.90%,43.80%,57.30%,8.30%,21.10%,10.00%,17594
Brad Brach,30,9.9,5.4,1.5,0.305,43.00%,13.50%,1,6.3,4.75,148,4.5,5.03,5.06,116,120,-0.1,0.25,1.6,-1.09,27.60%,70.00%,44.20%,61.90%,78.60%,72.30%,39.20%,60.40%,12.30%,23.70%,12.90%,6627
Kevin Ginkel,28.1,9.85,4.45,2.22,0.307,42.00%,21.90%,1.06,6.35,5.19,151,4.17,5.88,4.68,140,111,-0.4,0.265,1.55,-0.37,28.90%,67.10%,44.80%,56.40%,88.40%,76.30%,41.50%,51.90%,10.60%,24.00%,10.90%,19876
Angel Perdomo,17,14.82,8.47,2.12,0.276,40.60%,25.00%,0.81,6.35,5.08,152,4.39,6.1,4.72,145,112,-0.2,0.197,1.65,-0.25,21.80%,65.80%,40.70%,65.90%,72.00%,70.10%,42.90%,53.20%,12.10%,35.40%,20.30%,17759
Wander Suero,41,9,3.29,2.2,0.292,34.10%,18.50%,0.78,6.37,5.61,150,4.11,5.72,4.9,134,116,-0.4,0.262,1.41,-0.83,29.40%,72.30%,48.60%,70.00%,81.30%,77.50%,44.90%,57.40%,10.90%,22.40%,8.20%,15855
Buck Farmer,35.1,9.42,5.35,2.29,0.313,37.00%,20.50%,0.91,6.37,6.43,144,4.67,6.59,5.49,150,128,-0.5,0.276,1.73,-0.67,29.50%,69.80%,44.90%,66.70%,82.00%,75.80%,38.30%,59.10%,10.90%,21.60%,12.30%,14814
Brandon Kintzler,29.2,6.67,2.43,2.12,0.369,58.20%,29.20%,2.67,6.37,6.23,153,3.85,5.66,4.03,130,95,-0.3,0.341,1.79,-0.53,28.40%,70.10%,45.70%,74.10%,91.90%,85.40%,41.40%,58.90%,6.70%,15.60%,5.70%,9939
Justus Sheffield,79,7.18,4.33,1.59,0.348,45.60%,16.90%,1.45,6.38,6.98,152,5.16,5.5,5.07,130,118,-0.1,0.309,1.77,-1.67,27.70%,68.80%,44.60%,64.80%,89.80%,80.70%,41.10%,63.30%,8.60%,16.90%,10.20%,17285
Rafael Montero,49.1,7.66,3.1,0.73,0.35,55.10%,8.90%,1.93,6.39,3.56,153,4.06,3.85,4.42,91,103,0.4,0.291,1.54,-1.39,35.60%,71.20%,50.20%,69.90%,84.70%,78.50%,41.10%,64.00%,10.80%,18.70%,7.60%,12760
David Hale,26.2,7.09,3.04,1.69,0.313,41.00%,18.50%,1.26,6.41,5.73,154,4.47,5.15,4.51,119,107,-0.1,0.283,1.46,-1.08,28.70%,76.00%,46.60%,76.80%,84.20%,81.40%,38.00%,48.30%,8.70%,18.10%,7.80%,9756
Kyle Keller,26.2,9.45,6.08,2.36,0.219,26.80%,18.40%,0.5,6.41,4.59,156,5.05,7.06,6.19,169,147,-0.5,0.212,1.46,-0.39,30.90%,67.50%,45.70%,68.10%,85.60%,78.50%,40.40%,60.70%,9.80%,23.00%,14.80%,18890
Tommy Milone,14,10.93,1.93,1.93,0.405,42.20%,20.00%,1.27,6.43,5.43,144,3.21,4.16,3.28,102,77,0.1,0.323,1.64,-0.54,36.60%,70.00%,47.70%,62.70%,85.70%,73.90%,33.20%,69.20%,12.40%,26.20%,4.60%,7608
Chi Chi Gonzalez,99.2,4.97,2.53,1.63,0.319,39.80%,15.90%,1.21,6.5,6.72,136,5.3,5.43,5.1,122,121,0.2,0.306,1.53,-2.3,26.10%,73.20%,48.30%,77.90%,89.10%,85.90%,47.00%,60.80%,6.80%,12.50%,6.40%,14663
Ben Bowden,35.2,10.6,5.3,1.51,0.355,24.10%,11.10%,0.48,6.56,4.59,138,4.56,4.84,5.35,109,127,0.1,0.284,1.82,-0.85,24.30%,71.90%,45.00%,61.30%,80.00%,74.30%,43.30%,55.40%,11.60%,23.70%,11.90%,20198
Trevor Cahill,37,7.78,3.41,0.97,0.33,55.20%,12.90%,2.06,6.57,5.05,160,4.41,4.05,4.14,96,98,0.5,0.278,1.51,-0.85,29.10%,65.20%,43.90%,66.70%,88.20%,79.80%,41.10%,55.40%,8.90%,19.30%,8.40%,6249
Josh Tomlin,49.1,6.75,0.91,1.82,0.358,33.30%,13.30%,0.77,6.57,5.58,155,4.21,4.66,4.73,112,112,-0.1,0.325,1.5,0.05,41.40%,72.60%,54.00%,68.00%,85.60%,77.50%,40.20%,64.20%,12.10%,17.00%,2.30%,9388
Yoan Lopez,12.1,9.49,4.38,2.19,0.385,45.20%,21.40%,1.36,6.57,7.21,156,4.27,5.68,4.53,135,107,-0.1,0.327,1.95,-0.6,29.50%,71.10%,45.60%,51.30%,84.70%,71.40%,38.60%,63.90%,13.00%,21.30%,9.80%,17181
Alex Young,52,7.44,4.67,2.08,0.329,44.40%,21.80%,1.38,6.58,6.03,154,4.93,6.24,5.12,148,121,-1,0.301,1.77,-1.69,33.90%,70.30%,48.70%,59.80%,84.20%,74.10%,40.60%,55.70%,12.60%,17.50%,11.00%,18333
Charlie Barnes,27.1,4.28,3.62,1.32,0.298,37.90%,10.00%,0.9,6.59,6.43,150,6,5.54,6.24,129,145,0,0.288,1.57,-0.39,23.40%,69.70%,43.50%,67.20%,92.10%,84.60%,43.50%,61.30%,6.70%,10.50%,8.90%,19865
Austin Brice,13.2,7.9,4.61,1.32,0.308,43.90%,11.10%,1,6.59,5.19,145,4.83,5.72,6.17,134,143,-0.1,0.264,1.54,-0.13,20.60%,74.80%,44.20%,65.60%,85.40%,80.20%,43.40%,48.40%,8.80%,18.80%,10.90%,17237
T.J. Zeuch,15,4.8,5.4,3.6,0.294,47.40%,26.10%,1.17,6.6,9.81,148,6.24,9.1,6.63,222,154,-0.7,0.323,2,-0.82,33.90%,66.90%,47.90%,80.40%,87.70%,84.70%,42.30%,70.30%,7.30%,10.80%,12.20%,19269
Edward Cabrera,16.1,4.96,5.51,2.76,0.233,48.90%,38.50%,1.77,6.61,10.68,168,6.2,8.61,6.05,212,144,-0.5,0.263,1.53,-0.82,28.80%,71.30%,44.60%,69.40%,83.30%,77.70%,37.30%,53.50%,10.00%,12.70%,14.10%,21690
Ryan Buchter,16.1,8.82,7.16,2.76,0.262,23.40%,19.20%,0.42,6.61,6.72,157,5.73,7.94,6.79,190,161,-0.5,0.254,1.78,-0.36,26.30%,70.40%,43.50%,68.10%,85.20%,78.90%,39.10%,53.80%,9.20%,20.50%,16.70%,9456
Edwin Uceta,20.1,11.07,5.31,1.33,0.308,32.10%,11.10%,0.63,6.64,4.53,167,4.25,4.39,4.84,105,115,0.1,0.238,1.52,-0.84,31.30%,70.60%,47.90%,58.50%,86.10%,75.70%,42.40%,59.80%,11.60%,27.20%,13.00%,20539
Carson Fulmer,25.2,8.42,4.56,1.05,0.315,48.00%,11.50%,1.38,6.66,5.15,156,4.53,4.68,4.97,108,118,0,0.26,1.52,-0.55,28.70%,64.80%,41.70%,52.40%,87.60%,72.20%,36.20%,52.60%,11.60%,20.70%,11.20%,18311
Adam Plutko,56.1,7.03,4.31,2.72,0.293,30.00%,18.30%,0.58,6.71,6.6,154,5.23,7.12,6.14,159,143,-1.3,0.289,1.63,-0.9,31.30%,76.40%,47.60%,72.80%,82.60%,78.50%,36.30%,51.80%,10.30%,17.30%,10.60%,15846
Griffin Jax,64.1,7.13,3.36,2.52,0.246,32.40%,17.50%,0.64,6.72,5.58,153,5.11,6.43,5.64,149,131,-0.5,0.25,1.37,-1.26,30.30%,70.60%,47.80%,65.10%,87.70%,79.50%,43.40%,60.60%,9.80%,18.10%,8.50%,20253
Jesus Luzardo,77.2,9.15,4.64,2.09,0.312,40.40%,19.40%,0.99,6.72,5.47,166,4.77,5.84,4.96,141,117,-0.4,0.272,1.61,-1.65,30.50%,70.80%,46.20%,51.80%,83.20%,70.50%,38.90%,57.30%,13.60%,22.20%,11.20%,19959
Eric Yardley,18.2,2.41,4.82,1.45,0.309,58.60%,17.60%,2.41,6.75,5.95,161,5.91,6.81,6.34,162,151,-0.4,0.316,1.82,-0.67,23.80%,68.10%,39.70%,81.30%,96.10%,90.40%,35.90%,50.60%,3.80%,5.60%,11.20%,15538
Chase Anderson,48,6.56,3.75,1.88,0.279,36.40%,14.70%,0.82,6.75,5.58,162,5.28,5.85,5.66,135,134,-0.3,0.266,1.48,-0.27,29.80%,69.60%,46.10%,70.00%,83.10%,78.10%,41.00%,59.10%,10.10%,16.30%,9.30%,6895
Wade Davis,42.2,8.02,4.01,1.69,0.293,34.90%,14.00%,0.79,6.75,5.99,152,4.62,5.3,5.24,125,122,-0.3,0.26,1.48,-1.14,29.40%,75.10%,48.20%,63.20%,87.40%,78.70%,41.20%,54.70%,10.30%,20.00%,10.00%,7441
Fernando Abad,12,6.75,4.5,0.75,0.293,43.90%,7.10%,1.29,6.75,5.05,155,5.06,4.25,5.24,95,122,0.1,0.255,1.58,-0.23,24.80%,64.70%,41.60%,69.00%,94.50%,85.70%,42.10%,57.90%,5.90%,15.80%,10.50%,4994
Shawn Armstrong,36,11,3.75,2.5,0.309,31.70%,20.80%,0.69,6.75,5.15,157,3.75,5.75,4.51,133,105,-0.3,0.264,1.5,-0.93,31.60%,74.10%,49.80%,55.60%,82.00%,72.40%,42.80%,63.60%,13.70%,26.70%,9.10%,12857
Paul Campbell,22.2,9.13,3.18,1.59,0.352,38.40%,13.80%,0.97,6.75,5.84,171,4.14,4.75,4.73,116,112,-0.1,0.296,1.63,-0.82,27.70%,75.00%,48.10%,66.70%,82.20%,77.10%,43.10%,64.80%,11.00%,21.30%,7.40%,22248
Enyel De Los Santos,28,13.5,4.5,2.25,0.38,41.90%,25.90%,1.15,6.75,4.32,162,3.36,5.23,3.7,120,87,-0.1,0.283,1.71,-0.91,33.90%,78.70%,54.20%,65.00%,75.40%,71.90%,45.40%,63.50%,15.30%,30.70%,10.20%,18403
Kyle Ryan,13.1,5.4,4.05,2.03,0.311,57.40%,37.50%,3.38,6.75,5.69,163,4.6,6.24,4.38,150,104,-0.3,0.304,1.73,-0.79,22.80%,60.20%,39.10%,72.40%,89.80%,84.10%,43.60%,58.10%,6.20%,12.90%,9.70%,11753
Keegan Akin,85.2,7.98,3.78,1.68,0.324,35.20%,13.30%,0.79,6.83,5.29,157,4.87,5.15,5.21,115,121,0.4,0.284,1.58,-2.08,28.60%,71.40%,48.70%,70.70%,83.80%,79.70%,46.90%,63.50%,9.90%,19.70%,9.30%,19362
Logan Allen,40.2,5.98,3.32,2.66,0.26,45.90%,25.00%,1.29,6.86,6.85,153,5.22,7,5.26,162,123,-0.6,0.272,1.45,-1.03,26.40%,70.00%,43.70%,74.30%,87.90%,83.00%,39.80%,54.40%,7.50%,15.00%,8.30%,18555
Cody Stashak,15.2,14.94,5.74,1.15,0.389,23.70%,11.10%,0.5,6.89,4.98,157,3.45,3.61,3.99,84,93,0.2,0.25,1.66,-0.36,32.80%,74.40%,49.70%,46.70%,77.40%,65.40%,40.60%,62.70%,17.20%,34.70%,13.30%,18088
Glenn Otto Jr.,13,11.08,1.38,0,0.389,52.80%,0.00%,1.9,6.92,3.07,159,3,1.62,2.99,39,70,0.6,0.269,1.23,-0.19,38.10%,70.10%,54.00%,71.10%,85.40%,80.30%,49.80%,78.60%,10.60%,28.60%,3.60%,21366
Cionel Perez,22,9,8.18,2.05,0.276,52.40%,21.70%,1.43,6.95,4.88,163,5.73,6.84,5.75,158,136,-0.4,0.247,1.86,-0.94,20.50%,67.30%,38.40%,48.10%,81.70%,70.60%,38.10%,42.90%,11.30%,21.00%,19.00%,19614
Aaron Slegers,31,7.26,4.35,1.74,0.363,57.90%,23.10%,2.38,6.97,4.95,161,4.44,5.61,4.59,129,107,-0.4,0.323,1.87,-1.66,35.30%,67.70%,47.90%,63.90%,86.60%,76.40%,38.90%,63.10%,11.20%,16.80%,10.10%,15231
Jake Arrieta,94.2,7.61,3.9,2.19,0.338,43.40%,23.50%,1.4,7.04,6.15,171,4.94,6.09,4.77,146,113,-0.7,0.308,1.73,-2.85,25.60%,64.90%,42.60%,69.70%,89.90%,83.00%,43.20%,57.80%,7.20%,18.00%,9.20%,4153
Sam Hentges,61.1,8.66,4.4,1.47,0.389,44.40%,14.10%,1.24,7.04,6.11,158,4.73,4.83,4.77,112,111,0.3,0.324,1.86,-1.1,30.90%,66.80%,44.90%,62.50%,89.90%,78.40%,39.00%,50.20%,9.70%,20.40%,10.40%,18548
Reid Detmers,19,8.05,4.26,2.37,0.31,32.30%,17.20%,0.69,7.11,5.88,165,5.2,6.53,5.83,150,135,-0.2,0.288,1.68,-0.55,29.80%,70.30%,48.80%,60.40%,81.10%,74.40%,47.00%,58.20%,12.50%,18.70%,9.90%,27468
Alex Wells,22.2,6.75,4.37,1.59,0.354,27.70%,12.10%,0.7,7.15,7.63,164,5.55,5.54,5.84,124,136,0.1,0.32,1.9,-0.56,23.50%,65.30%,42.70%,69.60%,88.60%,83.00%,45.90%,55.40%,7.30%,15.20%,9.80%,19845
Cody Ponce,27.2,8.46,2.93,0.98,0.409,47.30%,11.10%,1.59,7.16,4.2,174,4.01,3.67,4,87,94,0.2,0.333,1.73,-0.86,36.10%,65.90%,48.60%,66.70%,87.80%,78.70%,42.00%,58.70%,10.40%,20.60%,7.10%,17920
Andrew Albers,16.1,5.51,3.86,3.86,0.269,35.60%,38.90%,1.17,7.16,9.58,163,5.55,8.98,5.37,208,125,-0.5,0.304,1.71,-0.2,21.80%,65.70%,41.60%,84.20%,93.60%,90.90%,45.10%,62.30%,3.80%,13.00%,9.10%,7853
Shane Greene,23.2,9.13,5.32,2.28,0.292,35.20%,18.80%,0.78,7.23,4.38,173,4.78,6.71,5.82,161,138,-0.4,0.263,1.65,-0.21,28.20%,64.40%,42.90%,66.70%,87.00%,79.10%,40.80%,59.30%,9.00%,21.20%,12.40%,10756
Brett De Geus,46,7.63,4.5,0.98,0.354,54.70%,15.60%,2.53,7.24,5.26,168,4.43,4.84,4.66,115,110,-0.3,0.298,1.72,-0.42,26.60%,66.70%,42.10%,68.90%,92.50%,83.40%,38.70%,56.00%,7.00%,17.90%,10.60%,23592
Stefan Crichton,23.1,6.56,4.63,1.16,0.37,45.20%,9.40%,1.19,7.33,5.22,174,5.21,5.43,6.2,130,147,-0.1,0.327,1.93,-0.95,26.20%,67.50%,43.50%,75.40%,90.40%,85.10%,42.00%,53.00%,6.50%,14.50%,10.30%,16058
Robert Dugger,25.2,6.66,4.21,1.4,0.353,36.80%,12.50%,1,7.36,5.73,176,5.24,5.23,5.42,123,126,-0.1,0.315,1.79,-0.38,29.20%,68.00%,45.80%,64.90%,82.80%,76.30%,42.70%,65.30%,10.80%,15.70%,9.90%,19191
Spencer Howard,39,9.92,4.85,0.92,0.343,35.10%,8.70%,0.85,7.38,4.03,174,4.63,4.14,4.9,96,116,0.5,0.265,1.59,-0.88,27.70%,69.10%,45.40%,68.40%,78.50%,75.00%,42.80%,63.10%,11.40%,24.00%,11.70%,23252
Bryan Garcia,33.2,7.75,5.35,2.41,0.284,36.70%,20.50%,0.91,7.49,8.06,169,5.15,6.88,5.73,157,133,-0.7,0.271,1.72,0.01,26.60%,75.00%,46.00%,68.00%,88.90%,81.70%,40.10%,55.60%,8.40%,17.90%,12.30%,19457
Dean Kremer,53.2,7.88,4.19,2.85,0.297,30.40%,19.50%,0.6,7.55,6.51,174,5.26,6.98,5.75,156,134,-0.4,0.288,1.64,-1.48,25.60%,69.40%,45.30%,71.20%,86.70%,81.90%,45.00%,55.90%,8.20%,19.20%,10.20%,19350
Tanner Rainey,26,10.73,7.27,2.08,0.303,20.80%,13.30%,0.33,7.62,5.65,180,5.31,6.55,6.63,153,158,-0.5,0.252,1.81,-1.18,31.30%,73.80%,48.00%,50.50%,77.30%,66.70%,39.30%,57.50%,16.00%,24.40%,16.50%,17610
Randy Dobnak,50.2,4.8,2.13,1.95,0.311,55.40%,26.80%,2.51,7.64,6.94,174,4.53,5.69,4.31,132,100,-0.2,0.307,1.54,-1.42,30.60%,69.50%,46.90%,66.20%,95.10%,84.10%,42.00%,57.50%,7.50%,11.80%,5.30%,23798
Shaun Anderson,22.1,7.66,4.84,1.61,0.35,39.30%,10.80%,0.89,7.66,4.98,175,5.1,5.67,6.29,129,146,-0.1,0.311,1.97,0.21,27.80%,71.70%,47.30%,58.50%,82.80%,74.90%,44.40%,55.60%,11.90%,16.20%,10.30%,19453
Max Kranick,24.2,6.93,3.65,1.09,0.369,34.50%,7.90%,0.79,7.66,4.72,186,5.31,4.78,5.95,114,141,0.2,0.321,1.78,-1.02,34.60%,77.00%,52.10%,68.20%,82.50%,76.90%,41.20%,57.10%,12.00%,16.00%,8.40%,22175
Michael Feliz,18.2,10.61,2.41,1.93,0.396,26.30%,14.80%,0.56,7.71,6.11,180,3.55,4.39,4.18,102,99,0,0.316,1.61,-0.05,34.20%,66.50%,48.80%,54.70%,83.50%,72.50%,45.30%,70.20%,13.50%,26.20%,6.00%,11903
J.B. Bukauskas,17.1,7.27,3.63,2.08,0.357,47.50%,23.50%,1.65,7.79,5.54,185,4.49,5.76,4.5,137,107,-0.2,0.324,1.79,-1.06,32.30%,69.70%,48.30%,47.20%,91.80%,74.60%,42.70%,63.00%,12.20%,17.30%,8.60%,20491
Justin Miller,15,7.2,3,3,0.279,34.80%,26.30%,0.84,7.8,8.68,190,4.55,7.3,5.22,175,124,-0.5,0.283,1.47,0.42,30.60%,72.00%,47.40%,71.10%,88.90%,82.10%,40.50%,53.70%,8.50%,17.90%,7.50%,8580
Kyle Cody,11.1,11.12,1.59,2.38,0.394,45.70%,25.00%,1.33,7.94,6.39,183,3.12,5.46,3.9,129,91,-0.1,0.32,1.59,-0.55,33.00%,66.00%,48.30%,62.20%,84.40%,76.20%,46.40%,67.30%,11.50%,25.50%,3.60%,19686
Ljay Newsome,14.2,9.82,1.84,3.07,0.333,31.30%,23.80%,0.71,7.98,5.36,191,3.69,6.03,4.14,142,97,-0.1,0.303,1.57,-0.58,31.90%,79.50%,54.70%,71.70%,81.00%,78.10%,47.80%,69.60%,12.00%,23.20%,4.30%,19942
